Title,Address,Rent Price,Surface,Rooms,Interior Status,Agency,Contact,Link
Apartment Rustenburgerstraat 145,1073 EX Amsterdam (Nieuwe Pijp),"2,450 ",87 ,3 ,Upholstered,Amsterdam Wonen,+31202440146,https://www.pararius.com/apartment-for-rent/amsterdam/7ccde157/rustenburgerstraat
Apartment Herengracht 579 3,1017 CD Amsterdam (Grachtengordel-Zuid),"3,950 ",110 ,3 ,Upholstered or furnished,Parker & Williams Real Estate Services,+31206750202,https://www.pararius.com/apartment-for-rent/amsterdam/62acd338/herengracht
Apartment IJburglaan,1087 CE Amsterdam (IJburg West),"2,600 ",110 ,2 ,Furnished,Michiel Stolker Real Estate,+31640940924,https://www.pararius.com/apartment-for-rent/amsterdam/6804fb71/ijburglaan
Apartment Van Boshuizenstraat,1082 AR Amsterdam (Buitenveldert-Oost),"2,450 ",102 ,3 ,Furnished,Evers Makelaardij & Taxateurs,+31204001617,https://www.pararius.com/apartment-for-rent/amsterdam/38e6b54f/van-boshuizenstraat
Apartment Leidsegracht,1016 CR Amsterdam (Jordaan),"2,750 ",106 ,3 ,Furnished,Engel en Volkers Amsterdam Centrum,+31202622118,https://www.pararius.com/apartment-for-rent/amsterdam/c8c2a85a/leidsegracht
Apartment Rijnstraat 222 1,1079 HV Amsterdam (Rijnbuurt),"2,250 ",83 ,2 ,Undefined,Beekman makelaardij o.g. b.v.,+31206792020,https://www.pararius.com/apartment-for-rent/amsterdam/f9d4400e/rijnstraat
Apartment Planciusstraat,1013 MD Amsterdam (Haarlemmerbuurt),"3,250 ",157 ,3 ,Furnished,Grand Apartments Amsterdam,+31652047074,https://www.pararius.com/apartment-for-rent/amsterdam/7a997f35/planciusstraat
Apartment Koningslaan 24 C,1075 AD Amsterdam (Willemspark),"3,950 ",83 ,3 ,Upholstered,Amsterdam Housing,+31206717266,https://www.pararius.com/apartment-for-rent/amsterdam/26b54d99/koningslaan
Apartment Keizersgracht 680 II+III,1017 ET Amsterdam (Grachtengordel-Zuid),"3,950 ",125 ,3 ,Undefined,Peter Bruin Makelaardij,+31206768022,https://www.pararius.com/apartment-for-rent/amsterdam/8ee95e5c/keizersgracht
Apartment Geldersekade,1011 EH Amsterdam (Burgwallen-Oude Zijde),"2,500 ",70 ,3 ,Upholstered or furnished,P&P Vastgoed Makelaars B.V.,+31205470123,https://www.pararius.com/apartment-for-rent/amsterdam/9c996e2d/geldersekade
Apartment Sarphatistraat,1018 GK Amsterdam (Weesperbuurt/Plantage),"4,950 ",142 ,5 ,Furnished,Eefje Voogd Makelaardij,+31203050560,https://www.pararius.com/apartment-for-rent/amsterdam/78fc6860/sarphatistraat
Apartment Singel,1016 AC Amsterdam (Grachtengordel-West),"3,450 ",105 ,4 ,Furnished,Keizerskroon makelaars,+31204202222,https://www.pararius.com/apartment-for-rent/amsterdam/d1f4be29/singel
Apartment Graafschapstraat,1079 PE Amsterdam (Scheldebuurt),"1,855 ",73 ,3 ,Undefined,Wooove B.V.,+31858085200,https://www.pararius.com/apartment-for-rent/amsterdam/be8425ea/graafschapstraat
Apartment Keizersgracht 114,1015 CV Amsterdam (Grachtengordel-West),"3,000 ",80 ,4 ,Furnished,Oei Housing Amsterdam - Expat Apartments,+31619015919,https://www.pararius.com/apartment-for-rent/amsterdam/a907a2e0/keizersgracht
Apartment Tweede Oosterparkstraat 184 H,1092 BT Amsterdam (Oosterparkbuurt),"2,100 ",84 ,3 ,Upholstered,The Tenants Group,/real-estate-agents/amsterdam/the-tenants-group,https://www.pararius.com/apartment-for-rent/amsterdam/2e9c4815/tweede-oosterparkstraat
Apartment Roerstraat,1078 LL Amsterdam (Scheldebuurt),"2,300 ",75 ,3 ,Furnished,The Tenants Group,/real-estate-agents/amsterdam/the-tenants-group,https://www.pararius.com/apartment-for-rent/amsterdam/314eb55e/roerstraat
Apartment Orteliusstraat 221 3,1056 NR Amsterdam (Van Galenbuurt),"1,850 ",60 ,2 ,Furnished,ViaDaan,/real-estate-agents/eindhoven/viadaan-nijmegen,https://www.pararius.com/apartment-for-rent/amsterdam/eb3f38d1/orteliusstraat
House Simon Stevinstraat 33 hs,1097 BX Amsterdam (Frankendael),"3,250 ",138 ,5 ,Upholstered,27 Huis Makelaars,+31204280721,https://www.pararius.com/house-for-rent/amsterdam/7ea26098/simon-stevinstraat
Apartment Van Baerlestraat 72 D,1071 BA Amsterdam (Museumkwartier),"3,500 ",150 ,3 ,Upholstered,Apollo Makelaardij,+31202082100,https://www.pararius.com/apartment-for-rent/amsterdam/b50a2379/van-baerlestraat
Apartment Minervalaan,1077 PK Amsterdam (Apollobuurt),"3,950 ",140 ,3 ,Upholstered,"City Homes,                                                                                 Hakkenbroek Housing Company",+31206250071,https://www.pararius.com/apartment-for-rent/amsterdam/ca4c224f/minervalaan
Apartment Keizersgracht 734 C,1017 EW Amsterdam (Grachtengordel-Zuid),"3,250 ",136 ,3 ,Upholstered,27 Huis Makelaars,+31204280721,https://www.pararius.com/apartment-for-rent/amsterdam/f32631aa/keizersgracht
Apartment Vossiusstraat 39 hs,1071 AH Amsterdam (Museumkwartier),"6,500 ",260 ,7 ,Upholstered,Dutch Housing Centre BV,+31206621234,https://www.pararius.com/apartment-for-rent/amsterdam/c35cc166/vossiusstraat
Apartment Herengracht,1017 CD Amsterdam (Grachtengordel-Zuid),"5,400 ",125 ,3 ,Furnished,Prestige Housing,+31644992122,https://www.pararius.com/apartment-for-rent/amsterdam/9ba1e6bb/herengracht
Apartment Lodewijk van Deysselstraat,1067 CJ Amsterdam (Geuzenveld),"1,160 ",83 ,3 ,Undefined,Wooove B.V.,+31858085200,https://www.pararius.com/apartment-for-rent/amsterdam/2dbcd1fd/lodewijk-van-deysselstraat
House Valeriusplein,1075 BJ Amsterdam (Willemspark),"7,000 ",366 ,6 ,Upholstered,Inter Immo Amsterdam,+31203317567,https://www.pararius.com/house-for-rent/amsterdam/7d093ff0/valeriusplein
Apartment Nicolaas Witsenkade,1017 ZS Amsterdam (De Weteringschans),"7,950 ",200 ,6 ,Furnished,Koops Makelaardij Amsterdam,+31208208947,https://www.pararius.com/apartment-for-rent/amsterdam/a417d264/nicolaas-witsenkade
Apartment Minervaplein,1077 TR Amsterdam (Apollobuurt),"2,850 ",111 ,3 ,Furnished,City Housing Amsterdam,+31202600019,https://www.pararius.com/apartment-for-rent/amsterdam/01b69b03/minervaplein
Apartment Singel 91 E,1012 VG Amsterdam (Burgwallen-Nieuwe Zijde),"2,850 ",110 ,2 ,Furnished,"Amsterdam Housing,                                                                                 Keizerskroon makelaars",+31206717266,https://www.pararius.com/apartment-for-rent/amsterdam/ac0d0989/singel
Apartment Hoofdweg,1058 BC Amsterdam (Westindische Buurt),"3,000 ",155 ,6 ,Upholstered,Out Amsterdam,+31208118850,https://www.pararius.com/apartment-for-rent/amsterdam/1c7e95c0/hoofdweg
Apartment Valeriusstraat 24 hs,1071 MJ Amsterdam (Museumkwartier),"4,500 ",148 ,5 ,Upholstered,Dutch Housing Centre BV,+31206621234,https://www.pararius.com/apartment-for-rent/amsterdam/7b8cd882/valeriusstraat
Apartment IJselstraat 87 H,1078 CG Amsterdam (IJselbuurt),"1,875 ",50 ,3 ,Upholstered,Expat Rental Scout,+31207609303,https://www.pararius.com/apartment-for-rent/amsterdam/883b5a9a/ijselstraat
House Van Breestraat 139 hs,1071 ZL Amsterdam (Museumkwartier),"4,950 ",140 ,5 ,Upholstered,Dutch Housing Centre BV,+31206621234,https://www.pararius.com/house-for-rent/amsterdam/261616c9/van-breestraat
Apartment Wagenstraat,1017 CZ Amsterdam (Grachtengordel-Zuid),"3,100 ",90 ,3 ,Upholstered,Rotsvast Amsterdam,+31206627662,https://www.pararius.com/apartment-for-rent/amsterdam/94a83463/wagenstraat
Apartment Laan der Hesperiden 16 H,1076 DK Amsterdam (Stadionbuurt),"3,500 ",127 ,3 ,Upholstered,huishuren.nu,+31623861187,https://www.pararius.com/apartment-for-rent/amsterdam/de86fcb8/laan-der-hesperiden
Apartment Oosterpark 62 I,1092 AR Amsterdam (Oosterparkbuurt),"3,000 ",85 ,3 ,Furnished,EHR Amsterdam,+31202082107,https://www.pararius.com/apartment-for-rent/amsterdam/2db5a527/oosterpark
Apartment Oosterpark 62 II,1092 AR Amsterdam (Oosterparkbuurt),"3,000 ",85 ,3 ,Furnished,EHR Amsterdam,+31202082107,https://www.pararius.com/apartment-for-rent/amsterdam/2d8ca912/oosterpark
Apartment Geschutswerf 63,1018 AW Amsterdam (Oostelijke Eilanden/Kadijken),"3,500 ",164 ,2 ,Undefined,DSTRCT Amsterdam,+31203309454,https://www.pararius.com/apartment-for-rent/amsterdam/4f17cf83/geschutswerf
Apartment Oudeschans 18 III,1011 LA Amsterdam (Nieuwmarkt/Lastage),"3,500 ",100 ,3 ,Upholstered or furnished,De la Haye Makelaardij O.G.,+31206364645,https://www.pararius.com/apartment-for-rent/amsterdam/cb7d39c7/oudeschans
Apartment Leidsekade 102 A,1017 PP Amsterdam (De Weteringschans),"4,950 ",153 ,4 ,Furnished,Urban Homies,+31202617463,https://www.pararius.com/apartment-for-rent/amsterdam/1d24c264/leidsekade
Apartment Beemsterstraat 542 F2,1024 BV Amsterdam (Waterlandpleinbuurt),"1,295 ",83 ,3 ,Undefined,Heimstaden,+31207230920,https://www.pararius.com/apartment-for-rent/amsterdam/7accb3f8/beemsterstraat
Apartment Leonardostraat 6 I,1077 EV Amsterdam (Apollobuurt),"4,300 ",185 ,6 ,Upholstered,Dutch Housing Centre BV,+31206621234,https://www.pararius.com/apartment-for-rent/amsterdam/53b4bcc9/leonardostraat
Apartment Dam,1012 JS Amsterdam (Burgwallen-Oude Zijde),"5,500 ",125 ,3 ,Upholstered or furnished,Out Amsterdam,+31208118850,https://www.pararius.com/apartment-for-rent/amsterdam/27400da1/dam
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"2,250 ",90 ,3 ,Furnished,Skyreach Stay,+31203013930,https://www.pararius.com/apartment-for-rent/amsterdam/d1e66cb9/koningin-wilhelminaplein
Apartment Nieuwe Prinsengracht,1018 VT Amsterdam (Weesperbuurt/Plantage),"2,300 ",75 ,2 ,Furnished,City Homes,+31206250071,https://www.pararius.com/apartment-for-rent/amsterdam/25dd8972/nieuwe-prinsengracht
Apartment Evertsweertplantsoen 22,1069 RL Amsterdam (Osdorp-Midden),"1,849 ",60 ,2 ,Upholstered or furnished,ViaDaan,/real-estate-agents/eindhoven/viadaan-nijmegen,https://www.pararius.com/apartment-for-rent/amsterdam/2b8657b4/evertsweertplantsoen
Apartment Keizersstraat,1011 GD Amsterdam (Nieuwmarkt/Lastage),"2,500 ",100 ,3 ,Furnished,Michiel Stolker Real Estate,+31640940924,https://www.pararius.com/apartment-for-rent/amsterdam/e9c6ee13/keizersstraat
Apartment Brouwersgracht 180 A,1013 HC Amsterdam (Haarlemmerbuurt),"6,500 ",200 ,4 ,Furnished,Prinsen Residence International,+31204538220,https://www.pararius.com/apartment-for-rent/amsterdam/fb097267/brouwersgracht
Apartment Willemsparkweg,1071 GN Amsterdam (Museumkwartier),"4,950 ",185 ,6 ,Upholstered,Aham Vastgoed,+31205244322,https://www.pararius.com/apartment-for-rent/amsterdam/65099420/willemsparkweg
Apartment Kerkstraat 132 A,1017 GP Amsterdam (Grachtengordel-Zuid),"3,450 ",129 ,4 ,Undefined,Broersma Makelaardij,+31203059777,https://www.pararius.com/apartment-for-rent/amsterdam/3a4ce2f2/kerkstraat
Apartment Leeuwenwerf,1018 KA Amsterdam (Oostelijke Eilanden/Kadijken),"2,450 ",104 ,4 ,Undefined,Huisportaal.nl,/real-estate-agents/gemert/huisportaal-nl,https://www.pararius.com/apartment-for-rent/amsterdam/35f18df0/leeuwenwerf
House Moestuinlaan,1036 KD Amsterdam (Tuindorp Oostzaan),"4,500 ",200 ,10 ,Upholstered or furnished,Von Poll Real Estate - Centrum,+31202159988,https://www.pararius.com/house-for-rent/amsterdam/4c1a8402/moestuinlaan
Apartment Van Breestraat 90 II,1071 ZS Amsterdam (Museumkwartier),"4,250 ",122 ,7 ,Upholstered,Dutch Housing Centre BV,+31206621234,https://www.pararius.com/apartment-for-rent/amsterdam/41c4d3fc/van-breestraat
Apartment Esplanade de Meer,1098 WN Amsterdam (Middenmeer),"2,500 ",96 ,3 ,Furnished,The Dutch Realty,+31202441760,https://www.pararius.com/apartment-for-rent/amsterdam/6c424ce9/esplanade-de-meer
Apartment NDSM-kade,1033 PG Amsterdam (Noordelijke IJ-oevers West),"1,694 ",89 ,2 ,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",+31203017715,https://www.pararius.com/apartment-for-rent/amsterdam/1cb34bf2/ndsm-kade
Apartment NDSM-kade,1033 PG Amsterdam (Noordelijke IJ-oevers West),"1,568 ",64 ,2 ,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",+31203017715,https://www.pararius.com/apartment-for-rent/amsterdam/83aa1b10/ndsm-kade
Apartment NDSM-kade,1033 PG Amsterdam (Noordelijke IJ-oevers West),"1,460 ",63 ,2 ,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",+31203017715,https://www.pararius.com/apartment-for-rent/amsterdam/b10dbe3c/ndsm-kade
Apartment NDSM-kade,1033 PG Amsterdam (Noordelijke IJ-oevers West),"1,487 ",71 ,2 ,Upholstered,"FRIS Woningmakelaars Amsterdam,                                                                                 Eefje Voogd Makelaardij",+31203017715,https://www.pararius.com/apartment-for-rent/amsterdam/c4c0fce4/ndsm-kade
Apartment Grasweg 168,1031 HX Amsterdam (Noordelijke IJ-oevers West),"1,550 ",62 ,3 ,Undefined,Uppmark,+31853032852,https://www.pararius.com/apartment-for-rent/amsterdam/c47d6bed/grasweg
Apartment Mary van der Sluisstraat 284 *,1095 ME Amsterdam (Zeeburgereiland/Nieuwe Diep),"2,250 ",88 ,3 ,Undefined,Mid-stay Apartments,+31651932116,https://www.pararius.com/apartment-for-rent/amsterdam/53e8856f/mary-van-der-sluisstraat
